meal_name,items,carbs,protein,calories,fats
Meal 274,"Chicken Curry,Wheat chapatti(2),Lassi,",42.2,34.5,473,16.5
Meal 275,"Chicken Curry,Brown bread(2),Lassi,",124.2,54.5,541,24.3
Meal 276,"Chicken Curry,Paratha(2),Lassi,",136.2,48.5,585,27.7
Meal 277,"Chicken Curry,Wheat chapatti(3),Lassi,",57.2,37.5,543,16.9
Meal 278,"Chicken Curry,Brown bread(3),Lassi,",180.2,67.5,645,28.6
Meal 279,"Chicken Curry,Paratha(3),Lassi,",198.2,58.5,711,33.7
Meal 280,"Chicken Curry,Lassi,",12.2,28.5,333,15.7
Meal 281,"Chicken Korma,Boiled Rice,Wheat chapatti(1),Milk (Cow),",55,34.4,580,25.3
Meal 282,"Chicken Korma,Boiled Rice,Brown bread(1),Milk (Cow),",96,44.4,614,29.2
Meal 283,"Chicken Korma,Boiled Rice,Paratha(1),Milk (Cow),",102,41.4,636,30.9
Meal 284,"Chicken Korma,Boiled Rice,Wheat chapatti(2),Milk (Cow),",70,37.4,650,25.7
Meal 285,"Chicken Korma,Boiled Rice,Brown bread(2),Milk (Cow),",152,57.4,718,33.5
Meal 286,"Chicken Korma,Boiled Rice,Paratha(2),Milk (Cow),",164,51.4,762,36.9
Meal 287,"Chicken Korma,Boiled Rice,Wheat chapatti(3),Milk (Cow),",85,40.4,720,26.1
Meal 288,"Chicken Korma,Boiled Rice,Brown bread(3),Milk (Cow),",208,70.4,822,37.8
Meal 289,"Chicken Korma,Boiled Rice,Paratha(3),Milk (Cow),",226,61.4,888,42.9
Meal 290,"Chicken Korma,Boiled Rice,Milk (Cow),",40,31.4,510,24.9
Meal 291,"Chicken Korma,Boiled Rice,Wheat chapatti(1),Milk (Buffalo),",55.6,35.5,630,27.7
Meal 292,"Chicken Korma,Boiled Rice,Brown bread(1),Milk (Buffalo),",96.6,45.5,664,31.6
Meal 293,"Chicken Korma,Boiled Rice,Paratha(1),Milk (Buffalo),",102.6,42.5,686,33.3
Meal 294,"Chicken Korma,Boiled Rice,Wheat chapatti(2),Milk (Buffalo),",70.6,38.5,700,28.1
Meal 295,"Chicken Korma,Boiled Rice,Brown bread(2),Milk (Buffalo),",152.6,58.5,768,35.9
Meal 296,"Chicken Korma,Boiled Rice,Paratha(2),Milk (Buffalo),",164.6,52.5,812,39.3
Meal 297,"Chicken Korma,Boiled Rice,Wheat chapatti(3),Milk (Buffalo),",85.6,41.5,770,28.5
Meal 298,"Chicken Korma,Boiled Rice,Brown bread(3),Milk (Buffalo),",208.6,71.5,872,40.2
Meal 299,"Chicken Korma,Boiled Rice,Paratha(3),Milk (Buffalo),",226.6,62.5,938,45.3
Meal 300,"Chicken Korma,Boiled Rice,Milk (Buffalo),",40.6,32.5,560,27.3
Meal 301,"Chicken Korma,Boiled Rice,Wheat chapatti(1),Yogurt,",53.6,34.3,573,25.2
Meal 302,"Chicken Korma,Boiled Rice,Brown bread(1),Yogurt,",94.6,44.3,607,29.1
Meal 303,"Chicken Korma,Boiled Rice,Paratha(1),Yogurt,",100.6,41.3,629,30.8
Meal 304,"Chicken Korma,Boiled Rice,Wheat chapatti(2),Yogurt,",68.6,37.3,643,25.6
Meal 305,"Chicken Korma,Boiled Rice,Brown bread(2),Yogurt,",150.6,57.3,711,33.4
Meal 306,"Chicken Korma,Boiled Rice,Paratha(2),Yogurt,",162.6,51.3,755,36.8
Meal 307,"Chicken Korma,Boiled Rice,Wheat chapatti(3),Yogurt,",83.6,40.3,713,26
Meal 308,"Chicken Korma,Boiled Rice,Brown bread(3),Yogurt,",206.6,70.3,815,37.7
Meal 309,"Chicken Korma,Boiled Rice,Paratha(3),Yogurt,",224.6,61.3,881,42.8
Meal 310,"Chicken Korma,Boiled Rice,Yogurt,",38.6,31.3,503,24.8
Meal 311,"Chicken Korma,Boiled Rice,Wheat chapatti(1),Buttermilk,",51.1,32,528,22.3
Meal 312,"Chicken Korma,Boiled Rice,Brown bread(1),Buttermilk,",92.1,42,562,26.2
Meal 313,"Chicken Korma,Boiled Rice,Paratha(1),Buttermilk,",98.1,39,584,27.9
Meal 314,"Chicken Korma,Boiled Rice,Wheat chapatti(2),Buttermilk,",66.1,35,598,22.7
Meal 315,"Chicken Korma,Boiled Rice,Brown bread(2),Buttermilk,",148.1,55,666,30.5
Meal 316,"Chicken Korma,Boiled Rice,Paratha(2),Buttermilk,",160.1,49,710,33.9
Meal 317,"Chicken Korma,Boiled Rice,Wheat chapatti(3),Buttermilk,",81.1,38,668,23.1
Meal 318,"Chicken Korma,Boiled Rice,Brown bread(3),Buttermilk,",204.1,68,770,34.8
Meal 319,"Chicken Korma,Boiled Rice,Paratha(3),Buttermilk,",222.1,59,836,39.9
Meal 320,"Chicken Korma,Boiled Rice,Buttermilk,",36.1,29,458,21.9
Meal 321,"Chicken Korma,Boiled Rice,Wheat chapatti(1),Paneer (Cow’s milk),",51.8,49.5,778,42
Meal 322,"Chicken Korma,Boiled Rice,Brown bread(1),Paneer (Cow’s milk),",92.8,59.5,812,45.9
Meal 323,"Chicken Korma,Boiled Rice,Paratha(1),Paneer (Cow’s milk),",98.8,56.5,834,47.6
Meal 324,"Chicken Korma,Boiled Rice,Wheat chapatti(2),Paneer (Cow’s milk),",66.8,52.5,848,42.4
Meal 325,"Chicken Korma,Boiled Rice,Brown bread(2),Paneer (Cow’s milk),",148.8,72.5,916,50.2
Meal 326,"Chicken Korma,Boiled Rice,Paratha(2),Paneer (Cow’s milk),",160.8,66.5,960,53.6
Meal 327,"Chicken Korma,Boiled Rice,Wheat chapatti(3),Paneer (Cow’s milk),",81.8,55.5,918,42.8
Meal 328,"Chicken Korma,Boiled Rice,Brown bread(3),Paneer (Cow’s milk),",204.8,85.5,1020,54.5
Meal 329,"Chicken Korma,Boiled Rice,Paratha(3),Paneer (Cow’s milk),",222.8,76.5,1086,59.6
Meal 330,"Chicken Korma,Boiled Rice,Paneer (Cow’s milk),",36.8,46.5,708,41.6
Meal 331,"Chicken Korma,Boiled Rice,Wheat chapatti(1),Paneer (Buffalo’s milk),",58.5,44.6,805,44.2
Meal 332,"Chicken Korma,Boiled Rice,Brown bread(1),Paneer (Buffalo’s milk),",99.5,54.6,839,48.1
Meal 333,"Chicken Korma,Boiled Rice,Paratha(1),Paneer (Buffalo’s milk),",105.5,51.6,861,49.8
Meal 334,"Chicken Korma,Boiled Rice,Wheat chapatti(2),Paneer (Buffalo’s milk),",73.5,47.6,875,44.6
Meal 335,"Chicken Korma,Boiled Rice,Brown bread(2),Paneer (Buffalo’s milk),",155.5,67.6,943,52.4
Meal 336,"Chicken Korma,Boiled Rice,Paratha(2),Paneer (Buffalo’s milk),",167.5,61.6,987,55.8
Meal 337,"Chicken Korma,Boiled Rice,Wheat chapatti(3),Paneer (Buffalo’s milk),",88.5,50.6,945,45
Meal 338,"Chicken Korma,Boiled Rice,Brown bread(3),Paneer (Buffalo’s milk),",211.5,80.6,1047,56.7
Meal 339,"Chicken Korma,Boiled Rice,Paratha(3),Paneer (Buffalo’s milk),",229.5,71.6,1113,61.8
Meal 340,"Chicken Korma,Boiled Rice,Paneer (Buffalo’s milk),",43.5,41.6,735,43.8
Meal 341,"Chicken Korma,Boiled Rice,Wheat chapatti(1),Lassi,",53.8,36.9,582,21.7
Meal 342,"Chicken Korma,Boiled Rice,Brown bread(1),Lassi,",94.8,46.9,616,25.6
Meal 343,"Chicken Korma,Boiled Rice,Paratha(1),Lassi,",100.8,43.9,638,27.3
Meal 344,"Chicken Korma,Boiled Rice,Wheat chapatti(2),Lassi,",68.8,39.9,652,22.1
Meal 345,"Chicken Korma,Boiled Rice,Brown bread(2),Lassi,",150.8,59.9,720,29.9
Meal 346,"Chicken Korma,Boiled Rice,Paratha(2),Lassi,",162.8,53.9,764,33.3
Meal 347,"Chicken Korma,Boiled Rice,Wheat chapatti(3),Lassi,",83.8,42.9,722,22.5
Meal 348,"Chicken Korma,Boiled Rice,Brown bread(3),Lassi,",206.8,72.9,824,34.2
Meal 349,"Chicken Korma,Boiled Rice,Paratha(3),Lassi,",224.8,63.9,890,39.3
Meal 350,"Chicken Korma,Boiled Rice,Lassi,",38.8,33.9,512,21.3
Meal 351,"Chicken Korma,Pulao,Wheat chapatti(1),Milk (Cow),",49,35.4,588,28.5
Meal 352,"Chicken Korma,Pulao,Brown bread(1),Milk (Cow),",90,45.4,622,32.4
Meal 353,"Chicken Korma,Pulao,Paratha(1),Milk (Cow),",96,42.4,644,34.1
Meal 354,"Chicken Korma,Pulao,Wheat chapatti(2),Milk (Cow),",64,38.4,658,28.9
Meal 355,"Chicken Korma,Pulao,Brown bread(2),Milk (Cow),",146,58.4,726,36.7
Meal 356,"Chicken Korma,Pulao,Paratha(2),Milk (Cow),",158,52.4,770,40.1
Meal 357,"Chicken Korma,Pulao,Wheat chapatti(3),Milk (Cow),",79,41.4,728,29.3
Meal 358,"Chicken Korma,Pulao,Brown bread(3),Milk (Cow),",202,71.4,830,41
Meal 359,"Chicken Korma,Pulao,Paratha(3),Milk (Cow),",220,62.4,896,46.1
Meal 360,"Chicken Korma,Pulao,Milk (Cow),",34,32.4,518,28.1
Meal 361,"Chicken Korma,Pulao,Wheat chapatti(1),Milk (Buffalo),",49.6,36.5,638,30.9
Meal 362,"Chicken Korma,Pulao,Brown bread(1),Milk (Buffalo),",90.6,46.5,672,34.8
Meal 363,"Chicken Korma,Pulao,Paratha(1),Milk (Buffalo),",96.6,43.5,694,36.5
Meal 364,"Chicken Korma,Pulao,Wheat chapatti(2),Milk (Buffalo),",64.6,39.5,708,31.3
Meal 365,"Chicken Korma,Pulao,Brown bread(2),Milk (Buffalo),",146.6,59.5,776,39.1
Meal 366,"Chicken Korma,Pulao,Paratha(2),Milk (Buffalo),",158.6,53.5,820,42.5
Meal 367,"Chicken Korma,Pulao,Wheat chapatti(3),Milk (Buffalo),",79.6,42.5,778,31.7
Meal 368,"Chicken Korma,Pulao,Brown bread(3),Milk (Buffalo),",202.6,72.5,880,43.4
Meal 369,"Chicken Korma,Pulao,Paratha(3),Milk (Buffalo),",220.6,63.5,946,48.5
Meal 370,"Chicken Korma,Pulao,Milk (Buffalo),",34.6,33.5,568,30.5
Meal 371,"Chicken Korma,Pulao,Wheat chapatti(1),Yogurt,",47.6,35.3,581,28.4
Meal 372,"Chicken Korma,Pulao,Brown bread(1),Yogurt,",88.6,45.3,615,32.3
Meal 373,"Chicken Korma,Pulao,Paratha(1),Yogurt,",94.6,42.3,637,34
Meal 374,"Chicken Korma,Pulao,Wheat chapatti(2),Yogurt,",62.6,38.3,651,28.8
Meal 375,"Chicken Korma,Pulao,Brown bread(2),Yogurt,",144.6,58.3,719,36.6
Meal 376,"Chicken Korma,Pulao,Paratha(2),Yogurt,",156.6,52.3,763,40
Meal 377,"Chicken Korma,Pulao,Wheat chapatti(3),Yogurt,",77.6,41.3,721,29.2
Meal 378,"Chicken Korma,Pulao,Brown bread(3),Yogurt,",200.6,71.3,823,40.9
Meal 379,"Chicken Korma,Pulao,Paratha(3),Yogurt,",218.6,62.3,889,46
Meal 380,"Chicken Korma,Pulao,Yogurt,",32.6,32.3,511,28
Meal 381,"Chicken Korma,Pulao,Wheat chapatti(1),Buttermilk,",45.1,33,536,25.5
Meal 382,"Chicken Korma,Pulao,Brown bread(1),Buttermilk,",86.1,43,570,29.4
Meal 383,"Chicken Korma,Pulao,Paratha(1),Buttermilk,",92.1,40,592,31.1
Meal 384,"Chicken Korma,Pulao,Wheat chapatti(2),Buttermilk,",60.1,36,606,25.9
Meal 385,"Chicken Korma,Pulao,Brown bread(2),Buttermilk,",142.1,56,674,33.7
Meal 386,"Chicken Korma,Pulao,Paratha(2),Buttermilk,",154.1,50,718,37.1
Meal 387,"Chicken Korma,Pulao,Wheat chapatti(3),Buttermilk,",75.1,39,676,26.3
Meal 388,"Chicken Korma,Pulao,Brown bread(3),Buttermilk,",198.1,69,778,38
Meal 389,"Chicken Korma,Pulao,Paratha(3),Buttermilk,",216.1,60,844,43.1
Meal 390,"Chicken Korma,Pulao,Buttermilk,",30.1,30,466,25.1
Meal 391,"Chicken Korma,Pulao,Wheat chapatti(1),Paneer (Cow’s milk),",45.8,50.5,786,45.2
Meal 392,"Chicken Korma,Pulao,Brown bread(1),Paneer (Cow’s milk),",86.8,60.5,820,49.1
Meal 393,"Chicken Korma,Pulao,Paratha(1),Paneer (Cow’s milk),",92.8,57.5,842,50.8
Meal 394,"Chicken Korma,Pulao,Wheat chapatti(2),Paneer (Cow’s milk),",60.8,53.5,856,45.6
Meal 395,"Chicken Korma,Pulao,Brown bread(2),Paneer (Cow’s milk),",142.8,73.5,924,53.4
Meal 396,"Chicken Korma,Pulao,Paratha(2),Paneer (Cow’s milk),",154.8,67.5,968,56.8
Meal 397,"Chicken Korma,Pulao,Wheat chapatti(3),Paneer (Cow’s milk),",75.8,56.5,926,46
Meal 398,"Chicken Korma,Pulao,Brown bread(3),Paneer (Cow’s milk),",198.8,86.5,1028,57.7
Meal 399,"Chicken Korma,Pulao,Paratha(3),Paneer (Cow’s milk),",216.8,77.5,1094,62.8
Meal 400,"Chicken Korma,Pulao,Paneer (Cow’s milk),",30.8,47.5,716,44.8
Meal 401,"Chicken Korma,Pulao,Wheat chapatti(1),Paneer (Buffalo’s milk),",52.5,45.6,813,47.4
Meal 402,"Chicken Korma,Pulao,Brown bread(1),Paneer (Buffalo’s milk),",93.5,55.6,847,51.3
Meal 403,"Chicken Korma,Pulao,Paratha(1),Paneer (Buffalo’s milk),",99.5,52.6,869,53
Meal 404,"Chicken Korma,Pulao,Wheat chapatti(2),Paneer (Buffalo’s milk),",67.5,48.6,883,47.8
Meal 405,"Chicken Korma,Pulao,Brown bread(2),Paneer (Buffalo’s milk),",149.5,68.6,951,55.6
Meal 406,"Chicken Korma,Pulao,Paratha(2),Paneer (Buffalo’s milk),",161.5,62.6,995,59
Meal 407,"Chicken Korma,Pulao,Wheat chapatti(3),Paneer (Buffalo’s milk),",82.5,51.6,953,48.2
Meal 408,"Chicken Korma,Pulao,Brown bread(3),Paneer (Buffalo’s milk),",205.5,81.6,1055,59.9
Meal 409,"Chicken Korma,Pulao,Paratha(3),Paneer (Buffalo’s milk),",223.5,72.6,1121,65
Meal 410,"Chicken Korma,Pulao,Paneer (Buffalo’s milk),",37.5,42.6,743,47
Meal 411,"Chicken Korma,Pulao,Wheat chapatti(1),Lassi,",47.8,37.9,590,24.9
Meal 412,"Chicken Korma,Pulao,Brown bread(1),Lassi,",88.8,47.9,624,28.8
Meal 413,"Chicken Korma,Pulao,Paratha(1),Lassi,",94.8,44.9,646,30.5
Meal 414,"Chicken Korma,Pulao,Wheat chapatti(2),Lassi,",62.8,40.9,660,25.3
Meal 415,"Chicken Korma,Pulao,Brown bread(2),Lassi,",144.8,60.9,728,33.1
Meal 416,"Chicken Korma,Pulao,Paratha(2),Lassi,",156.8,54.9,772,36.5
Meal 417,"Chicken Korma,Pulao,Wheat chapatti(3),Lassi,",77.8,43.9,730,25.7
Meal 418,"Chicken Korma,Pulao,Brown bread(3),Lassi,",200.8,73.9,832,37.4
Meal 419,"Chicken Korma,Pulao,Paratha(3),Lassi,",218.8,64.9,898,42.5
Meal 420,"Chicken Korma,Pulao,Lassi,",32.8,34.9,520,24.5
Meal 421,"Chicken Korma,Khichadi,Wheat chapatti(1),Milk (Cow),",63,36.5,684,32.5
Meal 422,"Chicken Korma,Khichadi,Brown bread(1),Milk (Cow),",104,46.5,718,36.4
Meal 423,"Chicken Korma,Khichadi,Paratha(1),Milk (Cow),",110,43.5,740,38.1
Meal 424,"Chicken Korma,Khichadi,Wheat chapatti(2),Milk (Cow),",78,39.5,754,32.9
Meal 425,"Chicken Korma,Khichadi,Brown bread(2),Milk (Cow),",160,59.5,822,40.7
Meal 426,"Chicken Korma,Khichadi,Paratha(2),Milk (Cow),",172,53.5,866,44.1
Meal 427,"Chicken Korma,Khichadi,Wheat chapatti(3),Milk (Cow),",93,42.5,824,33.3
Meal 428,"Chicken Korma,Khichadi,Brown bread(3),Milk (Cow),",216,72.5,926,45
Meal 429,"Chicken Korma,Khichadi,Paratha(3),Milk (Cow),",234,63.5,992,50.1
Meal 430,"Chicken Korma,Khichadi,Milk (Cow),",48,33.5,614,32.1
Meal 431,"Chicken Korma,Khichadi,Wheat chapatti(1),Milk (Buffalo),",63.6,37.6,734,34.9
Meal 432,"Chicken Korma,Khichadi,Brown bread(1),Milk (Buffalo),",104.6,47.6,768,38.8
Meal 433,"Chicken Korma,Khichadi,Paratha(1),Milk (Buffalo),",110.6,44.6,790,40.5
Meal 434,"Chicken Korma,Khichadi,Wheat chapatti(2),Milk (Buffalo),",78.6,40.6,804,35.3
Meal 435,"Chicken Korma,Khichadi,Brown bread(2),Milk (Buffalo),",160.6,60.6,872,43.1
Meal 436,"Chicken Korma,Khichadi,Paratha(2),Milk (Buffalo),",172.6,54.6,916,46.5
Meal 437,"Chicken Korma,Khichadi,Wheat chapatti(3),Milk (Buffalo),",93.6,43.6,874,35.7
Meal 438,"Chicken Korma,Khichadi,Brown bread(3),Milk (Buffalo),",216.6,73.6,976,47.4
Meal 439,"Chicken Korma,Khichadi,Paratha(3),Milk (Buffalo),",234.6,64.6,1042,52.5
Meal 440,"Chicken Korma,Khichadi,Milk (Buffalo),",48.6,34.6,664,34.5
Meal 441,"Chicken Korma,Khichadi,Wheat chapatti(1),Yogurt,",61.6,36.4,677,32.4
Meal 442,"Chicken Korma,Khichadi,Brown bread(1),Yogurt,",102.6,46.4,711,36.3
Meal 443,"Chicken Korma,Khichadi,Paratha(1),Yogurt,",108.6,43.4,733,38
Meal 444,"Chicken Korma,Khichadi,Wheat chapatti(2),Yogurt,",76.6,39.4,747,32.8
Meal 445,"Chicken Korma,Khichadi,Brown bread(2),Yogurt,",158.6,59.4,815,40.6
Meal 446,"Chicken Korma,Khichadi,Paratha(2),Yogurt,",170.6,53.4,859,44
Meal 447,"Chicken Korma,Khichadi,Wheat chapatti(3),Yogurt,",91.6,42.4,817,33.2
Meal 448,"Chicken Korma,Khichadi,Brown bread(3),Yogurt,",214.6,72.4,919,44.9
Meal 449,"Chicken Korma,Khichadi,Paratha(3),Yogurt,",232.6,63.4,985,50
Meal 450,"Chicken Korma,Khichadi,Yogurt,",46.6,33.4,607,32
Meal 451,"Chicken Korma,Khichadi,Wheat chapatti(1),Buttermilk,",59.1,34.1,632,29.5
Meal 452,"Chicken Korma,Khichadi,Brown bread(1),Buttermilk,",100.1,44.1,666,33.4
Meal 453,"Chicken Korma,Khichadi,Paratha(1),Buttermilk,",106.1,41.1,688,35.1
Meal 454,"Chicken Korma,Khichadi,Wheat chapatti(2),Buttermilk,",74.1,37.1,702,29.9
Meal 455,"Chicken Korma,Khichadi,Brown bread(2),Buttermilk,",156.1,57.1,770,37.7
Meal 456,"Chicken Korma,Khichadi,Paratha(2),Buttermilk,",168.1,51.1,814,41.1
Meal 457,"Chicken Korma,Khichadi,Wheat chapatti(3),Buttermilk,",89.1,40.1,772,30.3
Meal 458,"Chicken Korma,Khichadi,Brown bread(3),Buttermilk,",212.1,70.1,874,42
Meal 459,"Chicken Korma,Khichadi,Paratha(3),Buttermilk,",230.1,61.1,940,47.1
Meal 460,"Chicken Korma,Khichadi,Buttermilk,",44.1,31.1,562,29.1
Meal 461,"Chicken Korma,Khichadi,Wheat chapatti(1),Paneer (Cow’s milk),",59.8,51.6,882,49.2
Meal 462,"Chicken Korma,Khichadi,Brown bread(1),Paneer (Cow’s milk),",100.8,61.6,916,53.1
Meal 463,"Chicken Korma,Khichadi,Paratha(1),Paneer (Cow’s milk),",106.8,58.6,938,54.8
Meal 464,"Chicken Korma,Khichadi,Wheat chapatti(2),Paneer (Cow’s milk),",74.8,54.6,952,49.6
Meal 465,"Chicken Korma,Khichadi,Brown bread(2),Paneer (Cow’s milk),",156.8,74.6,1020,57.4
Meal 466,"Chicken Korma,Khichadi,Paratha(2),Paneer (Cow’s milk),",168.8,68.6,1064,60.8
Meal 467,"Chicken Korma,Khichadi,Wheat chapatti(3),Paneer (Cow’s milk),",89.8,57.6,1022,50
Meal 468,"Chicken Korma,Khichadi,Brown bread(3),Paneer (Cow’s milk),",212.8,87.6,1124,61.7
Meal 469,"Chicken Korma,Khichadi,Paratha(3),Paneer (Cow’s milk),",230.8,78.6,1190,66.8
Meal 470,"Chicken Korma,Khichadi,Paneer (Cow’s milk),",44.8,48.6,812,48.8
Meal 471,"Chicken Korma,Khichadi,Wheat chapatti(1),Paneer (Buffalo’s milk),",66.5,46.7,909,51.4
Meal 472,"Chicken Korma,Khichadi,Brown bread(1),Paneer (Buffalo’s milk),",107.5,56.7,943,55.3
Meal 473,"Chicken Korma,Khichadi,Paratha(1),Paneer (Buffalo’s milk),",113.5,53.7,965,57
Meal 474,"Chicken Korma,Khichadi,Wheat chapatti(2),Paneer (Buffalo’s milk),",81.5,49.7,979,51.8
Meal 475,"Chicken Korma,Khichadi,Brown bread(2),Paneer (Buffalo’s milk),",163.5,69.7,1047,59.6
Meal 476,"Chicken Korma,Khichadi,Paratha(2),Paneer (Buffalo’s milk),",175.5,63.7,1091,63
Meal 477,"Chicken Korma,Khichadi,Wheat chapatti(3),Paneer (Buffalo’s milk),",96.5,52.7,1049,52.2
Meal 478,"Chicken Korma,Khichadi,Brown bread(3),Paneer (Buffalo’s milk),",219.5,82.7,1151,63.9
Meal 479,"Chicken Korma,Khichadi,Paratha(3),Paneer (Buffalo’s milk),",237.5,73.7,1217,69
Meal 480,"Chicken Korma,Khichadi,Paneer (Buffalo’s milk),",51.5,43.7,839,51
Meal 481,"Chicken Korma,Khichadi,Wheat chapatti(1),Lassi,",61.8,39,686,28.9
Meal 482,"Chicken Korma,Khichadi,Brown bread(1),Lassi,",102.8,49,720,32.8
Meal 483,"Chicken Korma,Khichadi,Paratha(1),Lassi,",108.8,46,742,34.5
Meal 484,"Chicken Korma,Khichadi,Wheat chapatti(2),Lassi,",76.8,42,756,29.3
Meal 485,"Chicken Korma,Khichadi,Brown bread(2),Lassi,",158.8,62,824,37.1
Meal 486,"Chicken Korma,Khichadi,Paratha(2),Lassi,",170.8,56,868,40.5
Meal 487,"Chicken Korma,Khichadi,Wheat chapatti(3),Lassi,",91.8,45,826,29.7
Meal 488,"Chicken Korma,Khichadi,Brown bread(3),Lassi,",214.8,75,928,41.4
Meal 489,"Chicken Korma,Khichadi,Paratha(3),Lassi,",232.8,66,994,46.5
Meal 490,"Chicken Korma,Khichadi,Lassi,",46.8,36,616,28.5
Meal 491,"Chicken Korma,Wheat chapatti(1),Milk (Cow),",30,32.2,469,25.1
Meal 492,"Chicken Korma,Brown bread(1),Milk (Cow),",71,42.2,503,29
Meal 493,"Chicken Korma,Paratha(1),Milk (Cow),",77,39.2,525,30.7
Meal 494,"Chicken Korma,Wheat chapatti(2),Milk (Cow),",45,35.2,539,25.5
Meal 495,"Chicken Korma,Brown bread(2),Milk (Cow),",127,55.2,607,33.3
Meal 496,"Chicken Korma,Paratha(2),Milk (Cow),",139,49.2,651,36.7
Meal 497,"Chicken Korma,Wheat chapatti(3),Milk (Cow),",60,38.2,609,25.9
Meal 498,"Chicken Korma,Brown bread(3),Milk (Cow),",183,68.2,711,37.6
Meal 499,"Chicken Korma,Paratha(3),Milk (Cow),",201,59.2,777,42.7
Meal 500,"Chicken Korma,Milk (Cow),",15,29.2,399,24.7
Meal 501,"Chicken Korma,Wheat chapatti(1),Milk (Buffalo),",30.6,33.3,519,27.5
Meal 502,"Chicken Korma,Brown bread(1),Milk (Buffalo),",71.6,43.3,553,31.4
Meal 503,"Chicken Korma,Paratha(1),Milk (Buffalo),",77.6,40.3,575,33.1
Meal 504,"Chicken Korma,Wheat chapatti(2),Milk (Buffalo),",45.6,36.3,589,27.9
Meal 505,"Chicken Korma,Brown bread(2),Milk (Buffalo),",127.6,56.3,657,35.7
Meal 506,"Chicken Korma,Paratha(2),Milk (Buffalo),",139.6,50.3,701,39.1
Meal 507,"Chicken Korma,Wheat chapatti(3),Milk (Buffalo),",60.6,39.3,659,28.3
Meal 508,"Chicken Korma,Brown bread(3),Milk (Buffalo),",183.6,69.3,761,40
Meal 509,"Chicken Korma,Paratha(3),Milk (Buffalo),",201.6,60.3,827,45.1
Meal 510,"Chicken Korma,Milk (Buffalo),",15.6,30.3,449,27.1
Meal 511,"Chicken Korma,Wheat chapatti(1),Yogurt,",28.6,32.1,462,25
Meal 512,"Chicken Korma,Brown bread(1),Yogurt,",69.6,42.1,496,28.9
Meal 513,"Chicken Korma,Paratha(1),Yogurt,",75.6,39.1,518,30.6
Meal 514,"Chicken Korma,Wheat chapatti(2),Yogurt,",43.6,35.1,532,25.4
Meal 515,"Chicken Korma,Brown bread(2),Yogurt,",125.6,55.1,600,33.2
Meal 516,"Chicken Korma,Paratha(2),Yogurt,",137.6,49.1,644,36.6
Meal 517,"Chicken Korma,Wheat chapatti(3),Yogurt,",58.6,38.1,602,25.8
Meal 518,"Chicken Korma,Brown bread(3),Yogurt,",181.6,68.1,704,37.5
Meal 519,"Chicken Korma,Paratha(3),Yogurt,",199.6,59.1,770,42.6
Meal 520,"Chicken Korma,Yogurt,",13.6,29.1,392,24.6
Meal 521,"Chicken Korma,Wheat chapatti(1),Buttermilk,",26.1,29.8,417,22.1
Meal 522,"Chicken Korma,Brown bread(1),Buttermilk,",67.1,39.8,451,26
Meal 523,"Chicken Korma,Paratha(1),Buttermilk,",73.1,36.8,473,27.7
Meal 524,"Chicken Korma,Wheat chapatti(2),Buttermilk,",41.1,32.8,487,22.5
Meal 525,"Chicken Korma,Brown bread(2),Buttermilk,",123.1,52.8,555,30.3
Meal 526,"Chicken Korma,Paratha(2),Buttermilk,",135.1,46.8,599,33.7
Meal 527,"Chicken Korma,Wheat chapatti(3),Buttermilk,",56.1,35.8,557,22.9
Meal 528,"Chicken Korma,Brown bread(3),Buttermilk,",179.1,65.8,659,34.6
Meal 529,"Chicken Korma,Paratha(3),Buttermilk,",197.1,56.8,725,39.7
Meal 530,"Chicken Korma,Buttermilk,",11.1,26.8,347,21.7
Meal 531,"Chicken Korma,Wheat chapatti(1),Paneer (Cow’s milk),",26.8,47.3,667,41.8
Meal 532,"Chicken Korma,Brown bread(1),Paneer (Cow’s milk),",67.8,57.3,701,45.7
Meal 533,"Chicken Korma,Paratha(1),Paneer (Cow’s milk),",73.8,54.3,723,47.4
Meal 534,"Chicken Korma,Wheat chapatti(2),Paneer (Cow’s milk),",41.8,50.3,737,42.2
Meal 535,"Chicken Korma,Brown bread(2),Paneer (Cow’s milk),",123.8,70.3,805,50
Meal 536,"Chicken Korma,Paratha(2),Paneer (Cow’s milk),",135.8,64.3,849,53.4
Meal 537,"Chicken Korma,Wheat chapatti(3),Paneer (Cow’s milk),",56.8,53.3,807,42.6
Meal 538,"Chicken Korma,Brown bread(3),Paneer (Cow’s milk),",179.8,83.3,909,54.3
Meal 539,"Chicken Korma,Paratha(3),Paneer (Cow’s milk),",197.8,74.3,975,59.4
Meal 540,"Chicken Korma,Paneer (Cow’s milk),",11.8,44.3,597,41.4
Meal 541,"Chicken Korma,Wheat chapatti(1),Paneer (Buffalo’s milk),",33.5,42.4,694,44
Meal 542,"Chicken Korma,Brown bread(1),Paneer (Buffalo’s milk),",74.5,52.4,728,47.9
Meal 543,"Chicken Korma,Paratha(1),Paneer (Buffalo’s milk),",80.5,49.4,750,49.6
Meal 544,"Chicken Korma,Wheat chapatti(2),Paneer (Buffalo’s milk),",48.5,45.4,764,44.4
Meal 545,"Chicken Korma,Brown bread(2),Paneer (Buffalo’s milk),",130.5,65.4,832,52.2
Meal 546,"Chicken Korma,Paratha(2),Paneer (Buffalo’s milk),",142.5,59.4,876,55.6
